Date,Item,Quantity,Unit Price,Total Price,Payment Method,Customer Type,Loyalty Member,Order Type,Tip Amount,Discount Applied,Discount Amount,Barista Name,Prep Time (min),Category,Sub-Category,Weather,Event Day,Gift Card Used,Mobile App Order,Month
22/04/2025,Americano,2,3.5,8.53,Mobile Pay,Regular,No,Takeaway,1.53,No,0,Jamie,4,Drink,Hot Drink,Rainy,No,No,No,2025-04
22/04/2025,Flat White,1,4.25,5.93,Credit Card,Regular,Yes,Delivery,1.68,No,0,Jamie,2,Drink,Hot Drink,Rainy,No,No,Yes,2025-04
22/04/2025,Americano,1,3.5,5.49,Credit Card,Regular,No,Takeaway,1.99,No,0,Jamie,5,Drink,Hot Drink,Rainy,No,Yes,No,2025-04
22/04/2025,Croissant,2,3,6.13,Credit Card,New,Yes,Delivery,0.81,Yes,0.68,Alex,5,Food,Pastry,Sunny,Yes,No,Yes,2025-04
22/04/2025,Cold Brew,2,5,10.47,Mobile Pay,Regular,No,Dine-In,1.66,Yes,1.19,Jamie,4,Drink,Cold Drink,Rainy,No,No,No,2025-04
22/04/2025,Muffin,1,2.75,3.96,Credit Card,New,No,Dine-In,1.21,No,0,Jamie,2,Food,Pastry,Sunny,No,No,No,2025-04
22/04/2025,Chai Latte,1,4.75,5.35,Cash,New,Yes,Delivery,0.6,No,0,Sam,4,Drink,Hot Drink,Rainy,Yes,Yes,Yes,2025-04
22/04/2025,Cold Brew,2,5,8.79,Mobile Pay,Regular,No,Takeaway,0.45,Yes,1.66,Sam,6,Drink,Cold Drink,Sunny,No,No,Yes,2025-04
22/04/2025,Croissant,2,3,6.49,Mobile Pay,New,No,Takeaway,1.49,Yes,1,Alex,2,Food,Pastry,Sunny,No,Yes,Yes,2025-04
22/04/2025,Cappuccino,1,4.25,4.07,Cash,Regular,No,Delivery,0.54,Yes,0.72,Jamie,6,Drink,Hot Drink,Rainy,No,Yes,Yes,2025-04
22/04/2025,Iced Latte,1,5,6.41,Mobile Pay,New,No,Dine-In,1.41,No,0,Jamie,2,Drink,Cold Drink,Sunny,No,No,Yes,2025-04
22/04/2025,Bagel,2,2.5,5.09,Cash,Regular,No,Dine-In,0.85,Yes,0.76,Sam,3,Food,Sandwich,Rainy,Yes,Yes,No,2025-04
22/04/2025,Croissant,3,3,9.33,Credit Card,Regular,No,Dine-In,0.33,No,0,Alex,5,Food,Pastry,Cloudy,No,No,Yes,2025-04
22/04/2025,Latte,1,4.5,5.12,Cash,Regular,No,Delivery,0.62,No,0,Jamie,3,Drink,Hot Drink,Sunny,No,No,No,2025-04
22/04/2025,Muffin,2,2.75,6.38,Credit Card,Regular,Yes,Takeaway,0.88,No,0,Alex,4,Food,Pastry,Rainy,No,Yes,Yes,2025-04
22/04/2025,Croissant,1,3,3.28,Credit Card,New,No,Delivery,1.23,Yes,0.95,Alex,7,Food,Pastry,Sunny,No,Yes,Yes,2025-04
22/04/2025,Cappuccino,3,4.25,13.81,Cash,New,No,Delivery,1.06,No,0,Jamie,6,Drink,Hot Drink,Rainy,No,Yes,No,2025-04
22/04/2025,Muffin,3,2.75,7.56,Credit Card,New,No,Takeaway,0.49,Yes,1.18,Jamie,5,Food,Pastry,Rainy,No,No,Yes,2025-04
22/04/2025,Mocha,1,4.75,4.61,Cash,Regular,Yes,Dine-In,0.4,Yes,0.54,Jamie,6,Drink,Hot Drink,Rainy,No,No,No,2025-04
22/04/2025,Croissant,3,3,7.79,Cash,New,Yes,Takeaway,0.3,Yes,1.51,Sam,2,Food,Pastry,Sunny,No,No,No,2025-04
22/04/2025,Cappuccino,2,4.25,10.11,Credit Card,Regular,No,Takeaway,1.61,No,0,Jamie,6,Drink,Hot Drink,Cloudy,No,Yes,Yes,2025-04
22/04/2025,Croissant,3,3,9.61,Cash,Regular,Yes,Delivery,1.94,Yes,1.33,Alex,7,Food,Pastry,Rainy,No,No,Yes,2025-04
22/04/2025,Mocha,1,4.75,5.55,Credit Card,New,Yes,Dine-In,1.42,Yes,0.62,Jamie,3,Drink,Hot Drink,Sunny,No,Yes,Yes,2025-04
22/04/2025,Iced Latte,3,5,14.67,Cash,New,Yes,Delivery,1.25,Yes,1.58,Sam,4,Drink,Cold Drink,Rainy,No,Yes,No,2025-04
22/04/2025,Mocha,2,4.75,11.11,Mobile Pay,New,Yes,Delivery,1.61,No,0,Sam,2,Drink,Hot Drink,Rainy,No,Yes,No,2025-04
23/04/2025,Cold Brew,1,5,6.07,Credit Card,Regular,Yes,Delivery,1.07,No,0,Jamie,7,Drink,Cold Drink,Sunny,Yes,No,Yes,2025-04
23/04/2025,Cold Brew,3,5,15.75,Credit Card,Regular,Yes,Dine-In,1.69,Yes,0.94,Jamie,4,Drink,Cold Drink,Sunny,Yes,No,Yes,2025-04
23/04/2025,Mocha,1,4.75,3.04,Credit Card,New,Yes,Delivery,0.18,Yes,1.89,Jamie,4,Drink,Hot Drink,Sunny,No,No,No,2025-04
23/04/2025,Bagel,3,2.5,9.35,Cash,Regular,No,Takeaway,1.85,No,0,Alex,4,Food,Sandwich,Sunny,No,Yes,No,2025-04
23/04/2025,Chai Latte,1,4.75,4.72,Cash,Regular,Yes,Dine-In,1.05,Yes,1.08,Alex,3,Drink,Hot Drink,Rainy,No,Yes,Yes,2025-04
23/04/2025,Flat White,3,4.25,12.75,Cash,Regular,Yes,Takeaway,0,No,0,Alex,5,Drink,Hot Drink,Sunny,No,No,No,2025-04
23/04/2025,Iced Latte,1,5,3.81,Credit Card,Regular,Yes,Delivery,0.17,Yes,1.36,Sam,4,Drink,Cold Drink,Sunny,No,Yes,No,2025-04
23/04/2025,Cappuccino,2,4.25,8.14,Credit Card,Regular,Yes,Delivery,1.03,Yes,1.39,Jamie,5,Drink,Hot Drink,Sunny,No,No,Yes,2025-04
23/04/2025,Cold Brew,2,5,11.22,Cash,Regular,Yes,Delivery,1.22,No,0,Alex,4,Drink,Cold Drink,Sunny,No,No,No,2025-04
23/04/2025,Espresso,1,3,1.45,Credit Card,Regular,No,Takeaway,0.11,Yes,1.66,Alex,3,Drink,Hot Drink,Sunny,No,No,Yes,2025-04
23/04/2025,Espresso,2,3,6.79,Mobile Pay,Regular,Yes,Dine-In,0.79,No,0,Sam,5,Drink,Hot Drink,Cloudy,No,No,No,2025-04
23/04/2025,Flat White,2,4.25,8.64,Cash,Regular,No,Takeaway,0.14,No,0,Jamie,6,Drink,Hot Drink,Rainy,Yes,Yes,No,2025-04
23/04/2025,Muffin,3,2.75,7.48,Mobile Pay,Regular,Yes,Takeaway,1.2,Yes,1.97,Jamie,5,Food,Pastry,Sunny,No,No,No,2025-04
23/04/2025,Iced Latte,2,5,10.24,Mobile Pay,New,Yes,Dine-In,1.39,Yes,1.15,Sam,6,Drink,Cold Drink,Rainy,No,Yes,Yes,2025-04
23/04/2025,Bagel,2,2.5,5.1,Cash,Regular,No,Takeaway,0.1,No,0,Sam,7,Food,Sandwich,Rainy,No,No,No,2025-04
23/04/2025,Muffin,2,2.75,6.46,Credit Card,New,Yes,Dine-In,0.96,No,0,Sam,6,Food,Pastry,Sunny,No,Yes,Yes,2025-04
23/04/2025,Latte,2,4.5,10.9,Cash,New,No,Dine-In,1.9,No,0,Alex,5,Drink,Hot Drink,Rainy,No,No,No,2025-04
23/04/2025,Americano,1,3.5,3.41,Credit Card,New,Yes,Delivery,1.41,Yes,1.5,Alex,3,Drink,Hot Drink,Sunny,No,No,Yes,2025-04
23/04/2025,Chai Latte,1,4.75,5.62,Credit Card,Regular,Yes,Takeaway,0.87,No,0,Sam,6,Drink,Hot Drink,Rainy,No,No,Yes,2025-04
23/04/2025,Croissant,3,3,8.08,Credit Card,Regular,Yes,Delivery,0.8,Yes,1.72,Alex,6,Food,Pastry,Rainy,No,No,No,2025-04
23/04/2025,Mocha,2,4.75,11.36,Cash,Regular,Yes,Delivery,1.86,No,0,Jamie,4,Drink,Hot Drink,Sunny,No,Yes,Yes,2025-04
23/04/2025,Espresso,2,3,7.8,Credit Card,New,No,Dine-In,1.8,No,0,Sam,6,Drink,Hot Drink,Sunny,No,Yes,Yes,2025-04
23/04/2025,Cold Brew,2,5,10.34,Mobile Pay,Regular,Yes,Dine-In,0.34,No,0,Jamie,2,Drink,Cold Drink,Sunny,No,Yes,No,2025-04
23/04/2025,Cold Brew,2,5,10.53,Mobile Pay,Regular,Yes,Takeaway,0.53,No,0,Alex,4,Drink,Cold Drink,Rainy,No,Yes,Yes,2025-04
23/04/2025,Cappuccino,1,4.25,6.02,Credit Card,New,Yes,Delivery,1.77,No,0,Sam,3,Drink,Hot Drink,Sunny,No,Yes,Yes,2025-04
23/04/2025,Latte,3,4.5,14.8,Mobile Pay,Regular,Yes,Delivery,1.94,Yes,0.64,Jamie,7,Drink,Hot Drink,Sunny,No,Yes,No,2025-04
23/04/2025,Cappuccino,1,4.25,5.96,Cash,Regular,Yes,Dine-In,1.71,No,0,Alex,6,Drink,Hot Drink,Rainy,No,No,No,2025-04
23/04/2025,Muffin,3,2.75,7.72,Mobile Pay,New,Yes,Takeaway,0.02,Yes,0.55,Jamie,7,Food,Pastry,Rainy,No,Yes,No,2025-04
23/04/2025,Iced Latte,3,5,14,Credit Card,New,Yes,Delivery,0.18,Yes,1.18,Alex,6,Drink,Cold Drink,Rainy,No,Yes,No,2025-04
23/04/2025,Iced Latte,3,5,15.93,Mobile Pay,New,Yes,Takeaway,0.93,No,0,Sam,6,Drink,Cold Drink,Rainy,No,No,No,2025-04
23/04/2025,Cappuccino,3,4.25,12.84,Mobile Pay,New,No,Dine-In,0.09,No,0,Jamie,4,Drink,Hot Drink,Rainy,No,No,No,2025-04
23/04/2025,Croissant,1,3,4.81,Mobile Pay,New,Yes,Takeaway,1.81,No,0,Sam,3,Food,Pastry,Rainy,No,Yes,No,2025-04
23/04/2025,Iced Latte,2,5,10.65,Credit Card,Regular,No,Delivery,0.65,No,0,Jamie,7,Drink,Cold Drink,Rainy,No,No,Yes,2025-04
23/04/2025,Americano,1,3.5,4.9,Mobile Pay,Regular,Yes,Takeaway,1.4,No,0,Sam,5,Drink,Hot Drink,Rainy,Yes,Yes,No,2025-04
23/04/2025,Bagel,1,2.5,3.1,Cash,New,Yes,Delivery,1.7,Yes,1.1,Jamie,6,Food,Sandwich,Cloudy,No,Yes,Yes,2025-04
23/04/2025,Latte,3,4.5,13.63,Cash,Regular,Yes,Delivery,0.86,Yes,0.73,Jamie,7,Drink,Hot Drink,Sunny,No,No,Yes,2025-04
24/04/2025,Bagel,1,2.5,3.65,Cash,New,Yes,Delivery,1.15,No,0,Alex,4,Food,Sandwich,Cloudy,No,Yes,Yes,2025-04
24/04/2025,Chai Latte,1,4.75,4.75,Mobile Pay,New,No,Delivery,1.97,Yes,1.97,Alex,6,Drink,Hot Drink,Sunny,No,Yes,No,2025-04
24/04/2025,Chai Latte,3,4.75,14.36,Mobile Pay,New,Yes,Delivery,0.11,No,0,Jamie,4,Drink,Hot Drink,Rainy,No,No,Yes,2025-04
24/04/2025,Espresso,2,3,7.44,Mobile Pay,New,No,Takeaway,1.99,Yes,0.55,Jamie,6,Drink,Hot Drink,Rainy,No,Yes,No,2025-04
24/04/2025,Flat White,1,4.25,3.76,Credit Card,New,No,Dine-In,0.96,Yes,1.45,Alex,7,Drink,Hot Drink,Rainy,Yes,Yes,Yes,2025-04
24/04/2025,Chai Latte,2,4.75,10.66,Cash,Regular,No,Delivery,1.16,No,0,Alex,2,Drink,Hot Drink,Sunny,No,Yes,No,2025-04
24/04/2025,Americano,2,3.5,7.16,Credit Card,Regular,No,Dine-In,1.84,Yes,1.68,Sam,7,Drink,Hot Drink,Cloudy,No,No,No,2025-04
24/04/2025,Muffin,3,2.75,8.56,Credit Card,New,No,Delivery,1.57,Yes,1.26,Jamie,5,Food,Pastry,Sunny,No,No,Yes,2025-04
24/04/2025,Croissant,1,3,3.54,Cash,Regular,No,Delivery,1.74,Yes,1.2,Alex,3,Food,Pastry,Sunny,No,Yes,No,2025-04
24/04/2025,Flat White,2,4.25,8.84,Cash,Regular,No,Takeaway,1.64,Yes,1.3,Sam,6,Drink,Hot Drink,Sunny,No,Yes,No,2025-04
24/04/2025,Latte,3,4.5,13.27,Credit Card,New,No,Delivery,1.1,Yes,1.33,Jamie,3,Drink,Hot Drink,Rainy,No,No,Yes,2025-04
24/04/2025,Chai Latte,3,4.75,13.83,Mobile Pay,New,Yes,Dine-In,1.35,Yes,1.77,Jamie,5,Drink,Hot Drink,Rainy,No,No,Yes,2025-04
24/04/2025,Muffin,1,2.75,2.24,Mobile Pay,New,Yes,Takeaway,0.98,Yes,1.49,Jamie,6,Food,Pastry,Cloudy,No,Yes,No,2025-04
24/04/2025,Bagel,2,2.5,5.62,Cash,Regular,Yes,Delivery,0.62,No,0,Jamie,6,Food,Sandwich,Rainy,No,No,No,2025-04
24/04/2025,Mocha,3,4.75,14.51,Cash,New,Yes,Delivery,1.42,Yes,1.16,Alex,5,Drink,Hot Drink,Sunny,No,Yes,No,2025-04
24/04/2025,Espresso,3,3,9.46,Mobile Pay,New,No,Dine-In,1.27,Yes,0.81,Alex,5,Drink,Hot Drink,Sunny,No,Yes,Yes,2025-04
24/04/2025,Bagel,3,2.5,8.03,Cash,New,Yes,Delivery,1.5,Yes,0.97,Jamie,2,Food,Sandwich,Sunny,No,Yes,No,2025-04
24/04/2025,Flat White,2,4.25,9.32,Cash,Regular,No,Dine-In,0.82,No,0,Sam,5,Drink,Hot Drink,Sunny,No,No,No,2025-04
24/04/2025,Latte,3,4.5,13.83,Cash,Regular,Yes,Dine-In,0.33,No,0,Sam,4,Drink,Hot Drink,Sunny,No,Yes,No,2025-04
24/04/2025,Latte,3,4.5,11.6,Mobile Pay,New,Yes,Delivery,0.04,Yes,1.94,Alex,7,Drink,Hot Drink,Cloudy,No,No,Yes,2025-04
24/04/2025,Cold Brew,1,5,4.14,Credit Card,Regular,No,Takeaway,1.07,Yes,1.93,Alex,3,Drink,Cold Drink,Rainy,No,No,Yes,2025-04
24/04/2025,Cappuccino,2,4.25,9.49,Credit Card,New,Yes,Dine-In,0.99,No,0,Jamie,4,Drink,Hot Drink,Rainy,No,Yes,Yes,2025-04
24/04/2025,Muffin,3,2.75,7.34,Cash,New,Yes,Dine-In,0.68,Yes,1.59,Alex,5,Food,Pastry,Sunny,No,No,Yes,2025-04
24/04/2025,Iced Latte,2,5,11.39,Cash,Regular,Yes,Delivery,1.39,No,0,Sam,4,Drink,Cold Drink,Sunny,No,Yes,Yes,2025-04
24/04/2025,Espresso,2,3,6.03,Credit Card,Regular,No,Dine-In,1.47,Yes,1.44,Alex,7,Drink,Hot Drink,Rainy,No,Yes,Yes,2025-04
24/04/2025,Espresso,3,3,9.37,Cash,Regular,No,Takeaway,0.9,Yes,0.53,Alex,4,Drink,Hot Drink,Sunny,No,Yes,Yes,2025-04
24/04/2025,Iced Latte,2,5,11.2,Credit Card,Regular,Yes,Dine-In,1.2,No,0,Sam,5,Drink,Cold Drink,Sunny,No,No,Yes,2025-04
24/04/2025,Iced Latte,2,5,10.75,Credit Card,Regular,No,Takeaway,1.38,Yes,0.63,Jamie,7,Drink,Cold Drink,Sunny,No,No,Yes,2025-04
24/04/2025,Flat White,2,4.25,8.83,Cash,Regular,No,Dine-In,0.33,No,0,Jamie,6,Drink,Hot Drink,Sunny,No,Yes,No,2025-04
24/04/2025,Chai Latte,1,4.75,4.9,Mobile Pay,New,Yes,Takeaway,1.37,Yes,1.22,Alex,5,Drink,Hot Drink,Cloudy,Yes,No,No,2025-04
24/04/2025,Flat White,1,4.25,5.47,Mobile Pay,New,Yes,Delivery,1.22,No,0,Sam,5,Drink,Hot Drink,Rainy,No,No,No,2025-04
24/04/2025,Cappuccino,1,4.25,5.24,Mobile Pay,Regular,Yes,Delivery,1.88,Yes,0.89,Jamie,7,Drink,Hot Drink,Sunny,No,No,Yes,2025-04
24/04/2025,Iced Latte,2,5,10.34,Mobile Pay,Regular,Yes,Takeaway,0.34,No,0,Alex,2,Drink,Cold Drink,Rainy,No,Yes,No,2025-04
24/04/2025,Chai Latte,2,4.75,9.85,Mobile Pay,Regular,No,Dine-In,0.35,No,0,Jamie,7,Drink,Hot Drink,Rainy,No,No,Yes,2025-04
24/04/2025,Iced Latte,2,5,11.62,Mobile Pay,Regular,No,Takeaway,1.62,No,0,Jamie,5,Drink,Cold Drink,Cloudy,No,Yes,Yes,2025-04
24/04/2025,Chai Latte,3,4.75,14.95,Credit Card,New,No,Dine-In,0.7,No,0,Alex,6,Drink,Hot Drink,Rainy,No,Yes,No,2025-04
24/04/2025,Americano,1,3.5,1.87,Mobile Pay,Regular,No,Delivery,0.08,Yes,1.71,Alex,4,Drink,Hot Drink,Rainy,No,Yes,Yes,2025-04
24/04/2025,Latte,1,4.5,3.53,Credit Card,Regular,No,Delivery,0.75,Yes,1.72,Alex,4,Drink,Hot Drink,Sunny,No,No,No,2025-04
24/04/2025,Iced Latte,2,5,11.42,Mobile Pay,Regular,No,Takeaway,1.42,No,0,Alex,6,Drink,Cold Drink,Cloudy,No,No,No,2025-04
24/04/2025,Iced Latte,2,5,10.9,Mobile Pay,Regular,No,Takeaway,0.9,No,0,Jamie,2,Drink,Cold Drink,Sunny,No,Yes,Yes,2025-04
24/04/2025,Mocha,2,4.75,9.81,Credit Card,Regular,Yes,Takeaway,0.83,Yes,0.52,Jamie,2,Drink,Hot Drink,Sunny,No,No,Yes,2025-04
24/04/2025,Croissant,1,3,4.35,Cash,Regular,Yes,Dine-In,1.35,No,0,Alex,6,Food,Pastry,Sunny,Yes,Yes,Yes,2025-04
24/04/2025,Croissant,1,3,4.62,Mobile Pay,Regular,No,Delivery,1.62,No,0,Jamie,4,Food,Pastry,Sunny,No,Yes,Yes,2025-04
24/04/2025,Latte,3,4.5,14.53,Mobile Pay,New,Yes,Takeaway,1.83,Yes,0.8,Alex,3,Drink,Hot Drink,Cloudy,No,Yes,No,2025-04
25/04/2025,Cappuccino,3,4.25,12.3,Credit Card,New,No,Takeaway,0.85,Yes,1.3,Jamie,2,Drink,Hot Drink,Cloudy,No,No,Yes,2025-04
25/04/2025,Espresso,1,3,4.78,Mobile Pay,New,No,Delivery,1.78,No,0,Jamie,5,Drink,Hot Drink,Rainy,No,Yes,No,2025-04
25/04/2025,Flat White,1,4.25,4.82,Credit Card,New,Yes,Delivery,0.57,No,0,Sam,2,Drink,Hot Drink,Sunny,No,Yes,Yes,2025-04
25/04/2025,Croissant,3,3,9.46,Cash,New,No,Delivery,0.46,No,0,Jamie,6,Food,Pastry,Cloudy,No,Yes,Yes,2025-04
25/04/2025,Americano,3,3.5,11.51,Cash,Regular,Yes,Delivery,1.01,No,0,Alex,3,Drink,Hot Drink,Rainy,No,Yes,No,2025-04
25/04/2025,Croissant,1,3,4.03,Credit Card,Regular,Yes,Takeaway,1.03,No,0,Alex,5,Food,Pastry,Rainy,No,No,No,2025-04
25/04/2025,Chai Latte,2,4.75,11.12,Mobile Pay,Regular,No,Dine-In,1.62,No,0,Jamie,3,Drink,Hot Drink,Sunny,No,No,Yes,2025-04
25/04/2025,Croissant,3,3,9.86,Credit Card,New,Yes,Takeaway,0.86,No,0,Sam,2,Food,Pastry,Sunny,No,No,Yes,2025-04
25/04/2025,Iced Latte,3,5,14.71,Credit Card,New,No,Takeaway,1.66,Yes,1.95,Alex,5,Drink,Cold Drink,Rainy,No,No,No,2025-04
25/04/2025,Croissant,1,3,4.1,Mobile Pay,New,No,Takeaway,1.99,Yes,0.89,Jamie,7,Food,Pastry,Rainy,No,Yes,Yes,2025-04
25/04/2025,Croissant,2,3,6.46,Cash,New,Yes,Delivery,0.46,No,0,Jamie,6,Food,Pastry,Rainy,No,Yes,Yes,2025-04
25/04/2025,Chai Latte,1,4.75,5.11,Mobile Pay,Regular,Yes,Dine-In,0.93,Yes,0.57,Jamie,6,Drink,Hot Drink,Cloudy,No,Yes,No,2025-04
25/04/2025,Latte,3,4.5,14.95,Credit Card,New,Yes,Dine-In,1.95,Yes,0.5,Jamie,2,Drink,Hot Drink,Sunny,Yes,No,No,2025-04
25/04/2025,Latte,3,4.5,14.55,Credit Card,Regular,Yes,Dine-In,1.05,No,0,Sam,3,Drink,Hot Drink,Cloudy,No,No,No,2025-04
25/04/2025,Americano,1,3.5,5.42,Mobile Pay,New,No,Dine-In,1.92,No,0,Jamie,3,Drink,Hot Drink,Sunny,No,No,No,2025-04
25/04/2025,Mocha,3,4.75,13,Cash,Regular,No,Takeaway,0.15,Yes,1.4,Jamie,3,Drink,Hot Drink,Cloudy,No,Yes,No,2025-04
25/04/2025,Espresso,1,3,2.18,Mobile Pay,Regular,Yes,Delivery,0.69,Yes,1.51,Alex,4,Drink,Hot Drink,Sunny,No,Yes,No,2025-04
25/04/2025,Iced Latte,3,5,16.07,Mobile Pay,Regular,No,Delivery,1.58,Yes,0.51,Sam,6,Drink,Cold Drink,Sunny,No,No,No,2025-04
25/04/2025,Chai Latte,1,4.75,5.43,Mobile Pay,Regular,Yes,Dine-In,0.68,No,0,Jamie,3,Drink,Hot Drink,Rainy,Yes,No,No,2025-04
25/04/2025,Mocha,3,4.75,15.11,Cash,Regular,No,Takeaway,0.86,No,0,Jamie,2,Drink,Hot Drink,Rainy,No,No,Yes,2025-04
25/04/2025,Flat White,3,4.25,12.99,Mobile Pay,Regular,No,Takeaway,1.33,Yes,1.09,Alex,5,Drink,Hot Drink,Rainy,Yes,Yes,Yes,2025-04
25/04/2025,Cappuccino,1,4.25,3.32,Credit Card,New,Yes,Dine-In,0.07,Yes,1,Alex,4,Drink,Hot Drink,Sunny,No,Yes,No,2025-04
25/04/2025,Americano,2,3.5,6.09,Credit Card,New,No,Takeaway,1.01,Yes,1.92,Sam,3,Drink,Hot Drink,Cloudy,Yes,Yes,Yes,2025-04
25/04/2025,Croissant,3,3,9.86,Cash,New,Yes,Takeaway,0.86,No,0,Sam,4,Food,Pastry,Cloudy,No,No,Yes,2025-04
25/04/2025,Espresso,3,3,9.42,Mobile Pay,Regular,No,Delivery,1.06,Yes,0.64,Sam,6,Drink,Hot Drink,Cloudy,No,Yes,No,2025-04
25/04/2025,Cold Brew,2,5,10.97,Credit Card,New,Yes,Takeaway,0.97,No,0,Sam,6,Drink,Cold Drink,Sunny,No,No,Yes,2025-04
25/04/2025,Chai Latte,2,4.75,8.16,Credit Card,New,Yes,Dine-In,0.01,Yes,1.35,Sam,3,Drink,Hot Drink,Cloudy,No,No,No,2025-04
25/04/2025,Cappuccino,2,4.25,6.88,Mobile Pay,New,No,Dine-In,0.09,Yes,1.71,Alex,2,Drink,Hot Drink,Rainy,No,Yes,Yes,2025-04
25/04/2025,Americano,1,3.5,4.93,Cash,New,No,Delivery,1.43,No,0,Jamie,5,Drink,Hot Drink,Sunny,No,No,No,2025-04
25/04/2025,Chai Latte,2,4.75,9.9,Cash,Regular,No,Takeaway,0.4,No,0,Jamie,6,Drink,Hot Drink,Cloudy,No,Yes,No,2025-04
25/04/2025,Croissant,1,3,3.88,Credit Card,Regular,No,Dine-In,0.88,No,0,Sam,5,Food,Pastry,Cloudy,Yes,No,No,2025-04
25/04/2025,Americano,2,3.5,7.65,Mobile Pay,Regular,No,Dine-In,1.95,Yes,1.3,Jamie,5,Drink,Hot Drink,Sunny,No,Yes,Yes,2025-04
25/04/2025,Flat White,2,4.25,9.99,Mobile Pay,New,No,Delivery,1.49,No,0,Sam,7,Drink,Hot Drink,Cloudy,No,Yes,Yes,2025-04
25/04/2025,Flat White,1,4.25,6.04,Mobile Pay,Regular,No,Delivery,1.79,No,0,Jamie,3,Drink,Hot Drink,Sunny,Yes,Yes,No,2025-04
25/04/2025,Latte,1,4.5,5.45,Cash,Regular,No,Dine-In,1.47,Yes,0.52,Jamie,7,Drink,Hot Drink,Cloudy,No,No,Yes,2025-04
25/04/2025,Bagel,2,2.5,5.02,Credit Card,Regular,No,Dine-In,0.02,No,0,Jamie,5,Food,Sandwich,Sunny,No,Yes,Yes,2025-04
25/04/2025,Mocha,3,4.75,15.74,Mobile Pay,Regular,Yes,Takeaway,1.49,No,0,Sam,6,Drink,Hot Drink,Cloudy,No,No,No,2025-04
25/04/2025,Latte,1,4.5,5.54,Cash,Regular,Yes,Takeaway,1.04,No,0,Alex,7,Drink,Hot Drink,Rainy,No,No,No,2025-04
25/04/2025,Americano,1,3.5,3.82,Mobile Pay,Regular,No,Dine-In,0.32,No,0,Alex,6,Drink,Hot Drink,Sunny,No,Yes,No,2025-04
25/04/2025,Latte,2,4.5,8.64,Mobile Pay,New,No,Dine-In,0.54,Yes,0.9,Sam,6,Drink,Hot Drink,Rainy,Yes,Yes,Yes,2025-04
25/04/2025,Mocha,3,4.75,13.48,Credit Card,Regular,Yes,Delivery,0.69,Yes,1.46,Jamie,6,Drink,Hot Drink,Rainy,No,Yes,Yes,2025-04
25/04/2025,Chai Latte,2,4.75,10.03,Mobile Pay,Regular,Yes,Dine-In,0.53,No,0,Sam,2,Drink,Hot Drink,Cloudy,No,No,No,2025-04
25/04/2025,Cappuccino,3,4.25,11.7,Credit Card,New,No,Dine-In,0.61,Yes,1.66,Alex,7,Drink,Hot Drink,Rainy,No,No,Yes,2025-04
25/04/2025,Mocha,3,4.75,15.15,Credit Card,New,Yes,Delivery,0.9,No,0,Sam,6,Drink,Hot Drink,Sunny,No,Yes,No,2025-04
25/04/2025,Chai Latte,3,4.75,14.24,Mobile Pay,Regular,No,Dine-In,1.43,Yes,1.44,Jamie,6,Drink,Hot Drink,Rainy,Yes,Yes,Yes,2025-04
25/04/2025,Cold Brew,1,5,5.69,Mobile Pay,Regular,Yes,Delivery,0.69,No,0,Alex,2,Drink,Cold Drink,Sunny,No,Yes,No,2025-04
25/04/2025,Bagel,1,2.5,4.41,Credit Card,Regular,Yes,Takeaway,1.91,No,0,Alex,3,Food,Sandwich,Rainy,No,Yes,Yes,2025-04
25/04/2025,Mocha,1,4.75,5.06,Credit Card,Regular,No,Takeaway,1.45,Yes,1.14,Sam,6,Drink,Hot Drink,Rainy,No,Yes,Yes,2025-04
25/04/2025,Iced Latte,3,5,15.69,Cash,Regular,Yes,Dine-In,0.69,No,0,Sam,5,Drink,Cold Drink,Sunny,No,No,No,2025-04
25/04/2025,Croissant,2,3,7.96,Cash,New,No,Takeaway,1.96,No,0,Alex,4,Food,Pastry,Cloudy,No,No,Yes,2025-04
25/04/2025,Espresso,3,3,10.36,Credit Card,New,Yes,Takeaway,1.36,No,0,Alex,2,Drink,Hot Drink,Sunny,No,Yes,No,2025-04
25/04/2025,Cappuccino,2,4.25,7.71,Cash,Regular,No,Takeaway,0.85,Yes,1.64,Sam,3,Drink,Hot Drink,Cloudy,No,No,Yes,2025-04
25/04/2025,Chai Latte,2,4.75,9.66,Mobile Pay,New,No,Delivery,1.39,Yes,1.23,Jamie,5,Drink,Hot Drink,Rainy,No,Yes,No,2025-04
25/04/2025,Mocha,1,4.75,5.45,Credit Card,New,No,Takeaway,0.7,No,0,Alex,4,Drink,Hot Drink,Sunny,Yes,No,No,2025-04
25/04/2025,Iced Latte,2,5,9.94,Credit Card,Regular,Yes,Takeaway,0.83,Yes,0.89,Jamie,2,Drink,Cold Drink,Cloudy,No,No,No,2025-04
25/04/2025,Americano,2,3.5,6.43,Credit Card,New,No,Delivery,0.7,Yes,1.27,Alex,3,Drink,Hot Drink,Cloudy,No,Yes,Yes,2025-04
26/04/2025,Latte,2,4.5,10.83,Credit Card,New,Yes,Delivery,1.83,No,0,Sam,5,Drink,Hot Drink,Sunny,No,No,Yes,2025-04
26/04/2025,Bagel,2,2.5,4.36,Mobile Pay,New,Yes,Delivery,1.07,Yes,1.71,Sam,2,Food,Sandwich,Rainy,No,Yes,No,2025-04
